id,team,name,description,sku,barcode,qr_code,category,sub_category,total_quantity,available_quantity,location,status,is_checkoutable,requires_approval,cost,specifications,notes,created_at,updated_at,unit,condition,images,maintenance,purchase_date,warranty_expiry,supplier,tags,max_checkout_duration,created_by,last_modified_by
"ec8c7bd9-3076-430a-bb03-7d51af9e47be","","wristbands","wristbands is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0103","MSA-BAR-0103","MSA-QR-ec8c7bd9-3076-430a-bb03-7d51af9e47be","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"8c582d47-e419-4301-9836-d497a8b881e0","","treat bags","treat bags is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0104","MSA-BAR-0104","MSA-QR-8c582d47-e419-4301-9836-d497a8b881e0","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"db7cb17f-13a3-4d56-8275-3ed9b7ed34a6","","green tickets","green tickets is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0105","MSA-BAR-0105","MSA-QR-db7cb17f-13a3-4d56-8275-3ed9b7ed34a6","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"d3a71032-f80c-4474-a46c-0244162127bb","","name tags w/ lanyards","name tags w/ lanyards is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0106","MSA-BAR-0106","MSA-QR-d3a71032-f80c-4474-a46c-0244162127bb","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"93537063-0c46-43a5-bfd7-5674b4fdb6e4","","dry erase boards w/ markers","dry erase boards w/ markers is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0107","MSA-BAR-0107","MSA-QR-93537063-0c46-43a5-bfd7-5674b4fdb6e4","MISC","","15","15","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"aade2810-f049-4fb8-b8ae-06772dfaea5d","","sticker labels","sticker labels is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0108","MSA-BAR-0108","MSA-QR-aade2810-f049-4fb8-b8ae-06772dfaea5d","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"ab20ef79-da0f-4ec3-8bfc-625a69fad56a","","pot hooks","pot hooks is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0109","MSA-BAR-0109","MSA-QR-ab20ef79-da0f-4ec3-8bfc-625a69fad56a","MISC","","8","8","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"e136f5c5-3ece-4bd6-b529-b891da711be4","","construction paper","construction paper is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0110","MSA-BAR-0110","MSA-QR-e136f5c5-3ece-4bd6-b529-b891da711be4","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"dde9a6ef-efe6-482a-bada-ec5962653b1f","","copy paper","copy paper is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0111","MSA-BAR-0111","MSA-QR-dde9a6ef-efe6-482a-bada-ec5962653b1f","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"60cff037-320e-40b0-a307-aa5b5e158ee4","","streamers","streamers is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0112","MSA-BAR-0112","MSA-QR-60cff037-320e-40b0-a307-aa5b5e158ee4","MISC","","1","1","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"13e1b530-a00e-47c2-80e3-9f48560ec5f2","","scissors","scissors is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0113","MSA-BAR-0113","MSA-QR-13e1b530-a00e-47c2-80e3-9f48560ec5f2","MISC","","9","9","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"03491ae7-b331-47d4-a714-980114bbf042","","ruler","ruler is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0114","MSA-BAR-0114","MSA-QR-03491ae7-b331-47d4-a714-980114bbf042","MISC","","3","3","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
"7ebf2d9c-f1b5-4d38-9e55-db4a0b5f5eb3","","3 hole puncher","3 hole puncher is a general-purpose inventory item. Stored in box drawer at Lucy Stone Storage Facility.","MSA-0115","MSA-BAR-0115","MSA-QR-7ebf2d9c-f1b5-4d38-9e55-db4a0b5f5eb3","MISC","","2","2","{""building"":""Lucy Stone Storage Facility"",""room"":""Lucy Stone Storage Facility"",""shelf"":""Lucy Stone Storage Facility"",""bin"":""drawer""}","active","true","false","{""purchasePrice"":0,""currentValue"":0,""currency"":""USD""}","{}","","2025-11-14T21:59:49.095Z","2025-11-14T21:59:49.095Z","piece","good","[]","{}","","","{}","[]","7","",""
